X1 (Obs State 1);X2 (Obs State 2);Ref;U (action control);V1 (Real State 1);V2 (Real State 2)
Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];
0.50;0.00;0.50;0.00;0.49;0.02;
0.48;0.01;0.50;0.01;0.47;0.02;
0.46;-0.00;0.50;0.02;0.46;0.00;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.48;-0.02;0.50;-0.00;0.47;-0.02;
0.49;-0.01;0.50;0.00;0.48;-0.01;
0.48;-0.00;0.50;0.01;0.48;0.00;
0.48;-0.01;0.50;0.00;0.46;0.01;
0.47;0.00;0.50;0.02;0.44;0.02;
0.45;-0.01;0.50;0.02;0.43;0.01;
0.45;-0.03;0.50;0.01;0.43;0.00;
0.46;-0.02;0.50;0.00;0.44;0.00;
0.47;-0.02;0.50;0.01;0.44;0.00;
0.46;-0.01;0.50;0.02;0.44;0.00;
0.45;-0.02;0.50;0.01;0.44;-0.01;
0.46;-0.02;0.50;0.01;0.45;-0.03;
0.48;-0.02;0.50;-0.01;0.47;-0.02;
0.49;-0.01;0.50;-0.00;0.49;-0.01;
0.50;-0.01;0.50;-0.00;0.50;0.00;
0.50;0.00;0.50;0.00;0.49;0.02;
0.49;0.00;0.50;0.01;0.49;0.02;
0.49;-0.01;0.50;0.00;0.47;0.02;
0.47;0.00;0.50;0.01;0.44;0.02;
0.44;0.00;0.50;0.03;0.43;0.00;
0.44;-0.03;0.50;0.01;0.44;-0.04;
0.48;-0.04;0.50;-0.01;0.48;-0.05;
0.52;-0.02;0.50;-0.03;0.51;-0.02;
0.52;0.01;0.50;-0.00;0.52;0.01;
0.50;0.02;0.50;0.01;0.50;0.03;
0.48;0.01;0.50;0.01;0.48;0.02;
0.48;-0.01;0.50;0.00;0.48;-0.00;
0.49;-0.01;0.50;-0.00;0.49;0.00;
0.50;-0.01;0.50;-0.00;0.50;0.00;
0.50;0.00;0.50;0.00;0.49;-0.00;
0.49;0.00;0.50;0.01;0.48;0.00;
0.48;-0.00;0.50;0.01;0.46;0.02;
0.46;-0.01;0.50;0.02;0.44;0.01;
0.45;-0.01;0.50;0.02;0.44;-0.01;
0.46;-0.03;0.50;0.00;0.46;-0.02;
0.49;-0.03;0.50;-0.01;0.48;-0.00;
0.50;-0.01;0.50;-0.00;0.49;0.02;
0.49;0.01;0.50;0.01;0.47;0.02;
0.47;0.00;0.50;0.02;0.46;-0.00;
0.47;-0.02;0.50;0.01;0.47;-0.02;
0.49;-0.03;0.50;-0.01;0.48;-0.02;
0.49;-0.00;0.50;0.00;0.47;0.01;
0.47;0.01;0.50;0.02;0.44;0.03;
0.44;-0.00;0.50;0.03;0.42;0.02;
0.44;-0.03;0.50;0.02;0.43;-0.02;
0.47;-0.04;0.50;-0.01;0.46;-0.03;
0.50;-0.03;0.50;-0.02;0.49;-0.00;
0.50;0.00;0.50;-0.00;0.49;0.02;
0.48;0.01;0.50;0.02;0.47;0.02;
0.46;0.00;0.50;0.02;0.45;-0.00;
0.46;-0.02;0.50;0.01;0.45;-0.02;
0.48;-0.02;0.50;-0.00;0.45;-0.01;
0.47;-0.00;0.50;0.02;0.45;0.00;
0.46;-0.01;0.50;0.01;0.45;-0.01;
0.47;-0.02;0.50;0.00;0.47;-0.01;
0.50;-0.02;0.50;-0.01;0.50;-0.00;
0.51;-0.01;0.50;-0.01;0.51;0.02;
0.50;0.01;0.50;0.01;0.48;0.04;
0.46;0.02;0.50;0.04;0.43;0.04;
0.42;-0.00;0.50;0.04;0.40;0.00;
0.43;-0.04;0.50;0.01;0.41;-0.04;
0.46;-0.05;0.50;-0.01;0.45;-0.05;
0.50;-0.03;0.50;-0.02;0.50;-0.04;
0.52;-0.01;0.50;-0.01;0.53;-0.00;
0.53;0.01;0.50;-0.01;0.52;0.03;
0.50;0.02;0.50;0.01;0.48;0.06;
0.46;0.02;0.50;0.04;0.44;0.04;
0.43;-0.01;0.50;0.03;0.42;-0.00;
0.45;-0.04;0.50;0.00;0.43;-0.02;
0.47;-0.03;0.50;-0.01;0.45;-0.02;
0.48;-0.01;0.50;0.01;0.47;-0.02;
0.48;-0.01;0.50;0.01;0.47;-0.01;
0.48;-0.01;0.50;0.00;0.47;0.00;
0.48;-0.00;0.50;0.01;0.46;0.01;
0.46;-0.01;0.50;0.02;0.45;0.01;
0.47;-0.02;0.50;0.00;0.47;-0.01;
0.49;-0.02;0.50;-0.01;0.48;-0.00;
0.50;-0.00;0.50;-0.00;0.48;0.02;
0.48;0.01;0.50;0.02;0.46;0.02;
0.45;0.00;0.50;0.03;0.44;-0.00;
0.46;-0.02;0.50;0.01;0.44;-0.02;
0.47;-0.02;0.50;-0.00;0.45;-0.01;
0.47;-0.01;0.50;0.01;0.44;0.00;
0.45;-0.01;0.50;0.02;0.45;-0.01;
0.47;-0.03;0.50;-0.00;0.47;-0.02;
0.50;-0.02;0.50;-0.02;0.49;-0.00;
0.51;-0.00;0.50;-0.00;0.50;0.02;
0.49;0.01;0.50;0.01;0.48;0.02;
0.47;0.00;0.50;0.02;0.47;-0.00;
0.48;-0.02;0.50;0.00;0.48;-0.02;
0.50;-0.02;0.50;-0.01;0.49;-0.02;
0.50;0.00;0.50;0.00;0.49;0.01;
0.48;0.01;0.50;0.02;0.46;0.03;
0.45;0.00;0.50;0.03;0.44;0.02;
0.45;-0.02;0.50;0.01;0.43;0.01;
0.46;-0.03;0.50;0.00;0.45;-0.01;
0.48;-0.02;0.50;-0.00;0.46;-0.01;
0.48;-0.01;0.50;0.00;0.48;-0.00;
0.49;-0.01;0.50;-0.00;0.48;-0.00;
0.48;-0.00;0.50;0.01;0.47;-0.01;
0.47;-0.00;0.50;0.01;0.46;0.00;
0.47;-0.01;0.50;0.01;0.46;-0.01;
0.47;-0.01;0.50;0.01;0.46;-0.00;
0.47;-0.01;0.50;0.01;0.45;0.01;
0.46;-0.00;0.50;0.02;0.43;0.02;
0.44;-0.01;0.50;0.02;0.42;0.01;
0.45;-0.03;0.50;0.01;0.43;-0.00;
0.46;-0.03;0.50;0.00;0.45;-0.02;
0.48;-0.02;0.50;-0.00;0.48;-0.02;
0.50;-0.02;0.50;-0.01;0.50;-0.02;
0.51;-0.00;0.50;-0.01;0.50;-0.00;
0.49;0.02;0.50;0.01;0.49;0.01;
0.47;0.00;0.50;0.02;0.47;0.00;
0.48;-0.01;0.50;0.00;0.48;-0.01;
0.49;-0.02;0.50;-0.01;0.49;0.00;
0.50;-0.00;0.50;-0.00;0.49;0.01;
0.49;0.00;0.50;0.01;0.49;0.01;
0.49;-0.00;0.50;0.01;0.47;0.02;
0.47;-0.00;0.50;0.01;0.45;0.02;
0.46;-0.00;0.50;0.02;0.44;-0.00;
0.45;-0.02;0.50;0.01;0.44;-0.02;
0.47;-0.03;0.50;-0.00;0.46;-0.03;
0.49;-0.02;0.50;-0.01;0.49;-0.02;
0.50;-0.01;0.50;-0.01;0.51;-0.01;
0.51;-0.00;0.50;-0.01;0.51;0.01;
0.51;0.01;0.50;0.00;0.52;0.01;
0.51;0.00;0.50;-0.00;0.51;0.01;
0.51;0.01;0.50;0.00;0.50;0.01;
0.49;0.01;0.50;0.01;0.48;0.01;
0.47;0.00;0.50;0.02;0.45;0.01;
0.45;-0.00;0.50;0.02;0.43;0.00;
0.45;-0.02;-1.50;-1.06;0.43;-0.01;
-0.31;1.26;-1.50;0.18;-0.23;1.14;
-1.57;1.00;-1.50;0.69;-1.47;0.97;
-2.14;0.12;-1.50;0.42;-2.19;0.24;
-2.05;-0.36;-1.50;0.06;-2.19;-0.22;
-1.77;-0.34;-1.50;-0.08;-1.88;-0.29;
-1.57;-0.19;-1.50;-0.09;-1.59;-0.20;
-1.44;-0.07;-1.50;-0.08;-1.41;-0.10;
-1.37;0.01;-1.50;-0.06;-1.33;-0.01;
-1.37;0.06;-1.50;-0.03;-1.35;0.06;
-1.44;0.08;-1.50;0.02;-1.44;0.11;
-1.53;0.06;-1.50;0.06;-1.55;0.09;
-1.59;0.01;-1.50;0.05;-1.63;0.03;
-1.60;-0.04;-1.50;0.03;-1.63;-0.03;
-1.56;-0.06;-1.50;-0.01;-1.57;-0.07;
-1.50;-0.05;-1.50;-0.03;-1.50;-0.07;
-1.46;-0.02;-1.50;-0.03;-1.46;-0.02;
-1.46;0.02;-1.50;-0.00;-1.47;0.03;
-1.51;0.04;-1.50;0.03;-1.53;0.04;
-1.56;0.01;-1.50;0.04;-1.57;0.03;
-1.56;-0.02;-1.50;0.02;-1.59;-0.01;
-1.55;-0.03;-1.50;0.00;-1.57;-0.02;
-1.53;-0.03;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;0.00;-1.54;-0.00;
-1.52;-0.01;-1.50;0.00;-1.53;0.01;
-1.52;-0.01;-1.50;0.01;-1.54;0.02;
-1.53;-0.00;-1.50;0.01;-1.54;0.02;
-1.53;-0.01;-1.50;0.01;-1.55;0.00;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.54;-0.01;-1.50;0.01;-1.57;0.02;
-1.55;-0.01;-1.50;0.02;-1.58;-0.00;
-1.56;-0.02;-1.50;0.01;-1.57;-0.02;
-1.53;-0.04;-1.50;-0.01;-1.54;-0.04;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.04;
-1.50;-0.01;-1.50;-0.01;-1.49;-0.03;
-1.48;-0.00;-1.50;-0.01;-1.47;-0.01;
-1.48;0.01;-1.50;-0.01;-1.48;0.01;
-1.49;0.02;-1.50;0.01;-1.50;0.02;
-1.52;0.01;-1.50;0.02;-1.53;0.03;
-1.54;0.00;-1.50;0.02;-1.56;0.02;
-1.55;-0.02;-1.50;0.02;-1.57;0.01;
-1.54;-0.02;-1.50;0.01;-1.56;-0.00;
-1.53;-0.02;-1.50;0.00;-1.55;0.00;
-1.52;-0.02;-1.50;-0.00;-1.54;0.00;
-1.52;-0.01;-1.50;0.00;-1.54;0.01;
-1.54;-0.00;-1.50;0.02;-1.55;0.01;
-1.54;-0.02;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.01;-1.55;-0.00;
-1.53;-0.01;-1.50;0.01;-1.56;0.00;
-1.54;-0.01;-1.50;0.02;-1.56;-0.02;
-1.54;-0.02;-1.50;0.01;-1.54;-0.07;
-1.51;-0.03;-1.50;-0.02;-1.51;-0.05;
-1.48;-0.02;-1.50;-0.02;-1.48;-0.02;
-1.48;0.01;-1.50;-0.00;-1.49;0.02;
-1.51;0.02;-1.50;0.02;-1.52;0.03;
-1.53;0.01;-1.50;0.02;-1.54;0.01;
-1.54;-0.01;-1.50;0.01;-1.54;0.00;
-1.52;-0.02;-1.50;-0.01;-1.53;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.51;-0.00;
-1.50;-0.00;-1.50;-0.00;-1.50;0.00;
-1.50;0.00;-1.50;0.00;-1.49;0.01;
-1.49;-0.01;-1.50;-0.01;-1.50;0.01;
-1.50;0.01;-1.50;0.01;-1.51;0.01;
-1.52;0.00;-1.50;0.01;-1.53;0.02;
-1.52;-0.01;-1.50;0.01;-1.54;-0.00;
-1.53;-0.01;-1.50;0.01;-1.55;0.00;
-1.54;-0.01;-1.50;0.02;-1.56;-0.02;
-1.54;-0.02;-1.50;0.01;-1.54;-0.03;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.01;-1.52;0.01;
-1.52;0.01;-1.50;0.02;-1.54;0.02;
-1.55;-0.00;-1.50;0.03;-1.56;0.01;
-1.55;-0.02;-1.50;0.01;-1.56;-0.00;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.02;
-1.52;-0.01;-1.50;0.00;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.50;0.00;
-1.49;-0.01;-1.50;-0.01;-1.49;0.00;
-1.49;0.01;-1.50;-0.00;-1.50;0.03;
-1.51;0.01;-1.50;0.02;-1.53;0.03;
-1.54;0.01;-1.50;0.02;-1.56;0.01;
-1.55;-0.01;-1.50;0.02;-1.56;-0.01;
-1.54;-0.03;-1.50;-0.00;-1.55;-0.02;
-1.52;-0.02;-1.50;-0.00;-1.54;-0.02;
-1.53;-0.01;-1.50;0.01;-1.53;-0.02;
-1.52;-0.01;-1.50;0.00;-1.52;-0.03;
-1.51;-0.01;-1.50;-0.01;-1.50;-0.02;
-1.49;-0.01;-1.50;-0.01;-1.49;-0.01;
-1.49;0.01;-1.50;0.00;-1.50;0.02;
-1.51;0.01;-1.50;0.02;-1.54;0.03;
-1.55;0.01;-1.50;0.03;-1.56;0.02;
-1.55;-0.02;-1.50;0.01;-1.56;-0.01;
-1.52;-0.04;-1.50;-0.01;-1.52;-0.03;
-1.49;-0.02;-1.50;-0.02;-1.49;0.00;
-1.48;0.01;-1.50;-0.00;-1.50;0.03;
-1.51;0.02;-1.50;0.02;-1.53;0.03;
-1.54;0.00;-1.50;0.03;-1.54;0.01;
-1.53;-0.03;-1.50;-0.00;-1.55;-0.01;
-1.52;-0.01;-1.50;0.00;-1.55;-0.00;
-1.54;-0.00;-1.50;0.02;-1.55;0.00;
-1.53;-0.02;-1.50;0.01;-1.55;-0.02;
-1.53;-0.02;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.01;-1.55;-0.01;
-1.53;-0.01;-1.50;0.01;-1.56;0.00;
-1.55;-0.00;-1.50;0.03;-1.58;0.01;
-1.56;-0.02;-1.50;0.02;-1.59;0.00;
-1.56;-0.03;-1.50;0.02;-1.59;-0.01;
-1.55;-0.03;-1.50;0.01;-1.57;-0.02;
-1.53;-0.03;-1.50;-0.00;-1.54;-0.01;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.00;
-1.50;-0.00;-1.50;0.00;-1.50;0.01;
-1.50;-0.00;-1.50;-0.00;-1.50;0.01;
-1.50;-0.00;-1.50;-0.00;-1.50;0.01;
-1.51;0.01;-1.50;0.01;-1.51;0.02;
-1.52;0.00;-1.50;0.01;-1.53;0.02;
-1.52;-0.01;-1.50;0.01;-1.55;-0.00;
-1.54;-0.00;-1.50;0.02;-1.54;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.52;-0.04;
-1.49;-0.02;-1.50;-0.02;-1.50;-0.01;
-1.50;0.01;-1.50;0.01;-1.52;0.02;
-1.54;0.02;-1.50;0.03;-1.56;0.03;
-1.57;-0.01;-1.50;0.03;-1.58;-0.00;
-1.55;-0.04;-1.50;0.01;-1.56;-0.04;
-1.51;-0.04;-1.50;-0.02;-1.52;-0.03;
-1.49;-0.01;-1.50;-0.02;-1.50;0.00;
-1.50;0.01;-1.50;0.01;-1.51;0.04;
-1.52;0.01;-1.50;0.02;-1.54;0.05;
-1.55;0.00;-1.50;0.03;-1.57;0.03;
-1.56;-0.02;-1.50;0.02;-1.58;0.01;
-1.55;-0.03;-1.50;0.01;-1.58;-0.01;
-1.55;-0.02;-1.50;0.01;-1.57;-0.00;
-1.54;-0.02;-1.50;0.00;-1.55;-0.02;
-1.52;-0.02;-1.50;-0.01;-1.53;-0.02;
-1.51;-0.01;-1.50;-0.00;-1.51;-0.02;
-1.50;-0.01;-1.50;-0.00;-1.50;-0.01;
-1.50;0.00;-1.50;0.00;-1.50;-0.01;
-1.51;0.00;-1.50;0.00;-1.51;-0.00;
-1.51;-0.00;-1.50;0.00;-1.53;0.01;
-1.53;0.01;-1.50;0.02;-1.55;0.02;
-1.55;-0.01;-1.50;0.02;-1.57;0.01;
-1.55;-0.02;-1.50;0.01;-1.57;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.53;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.51;0.00;
-1.51;-0.00;-1.50;0.00;-1.50;0.01;
-1.50;-0.01;-1.50;-0.01;-1.50;0.01;
-1.50;0.00;-1.50;0.00;-1.51;0.02;
-1.51;0.00;-1.50;0.01;-1.53;0.02;
-1.53;0.00;-1.50;0.02;-1.55;0.02;
-1.54;-0.01;-1.50;0.02;-1.57;0.01;
-1.55;-0.01;-1.50;0.02;-1.57;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.03;
-1.51;-0.03;-1.50;-0.01;-1.53;-0.03;
-1.51;-0.01;-1.50;-0.00;-1.52;-0.04;
-1.52;0.00;-1.50;0.01;-1.54;0.01;
-1.54;-0.00;-1.50;0.02;-1.55;-0.00;
-1.54;-0.02;-1.50;0.01;-1.55;-0.02;
-1.52;-0.03;-1.50;-0.00;-1.52;-0.03;
-1.50;-0.02;-1.50;-0.01;-1.49;-0.02;
-1.48;-0.00;-1.50;-0.01;-1.48;0.01;
-1.49;0.01;-1.50;0.00;-1.51;0.05;
-1.53;0.02;-1.50;0.03;-1.55;0.06;
-1.56;0.00;-1.50;0.03;-1.59;0.04;
-1.58;-0.02;-1.50;0.02;-1.60;-0.00;
-1.56;-0.04;-1.50;0.01;-1.58;-0.02;
-1.54;-0.04;-1.50;-0.01;-1.56;-0.02;
-1.52;-0.02;-1.50;0.00;-1.54;-0.01;
-1.52;-0.01;-1.50;0.00;-1.53;-0.01;
-1.51;-0.01;-1.50;0.00;-1.52;-0.01;
-1.51;-0.01;-1.50;0.00;-1.53;-0.00;
-1.52;-0.00;-1.50;0.01;-1.54;0.00;
-1.53;-0.01;-1.50;0.01;-1.55;-0.01;
-1.53;-0.01;-1.50;0.01;-1.53;-0.03;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.00;-1.52;0.01;
-1.53;0.01;-1.50;0.02;-1.54;0.02;
-1.55;-0.01;-1.50;0.02;-1.56;0.01;
-1.54;-0.02;-1.50;0.01;-1.57;0.00;
-1.54;-0.02;-1.50;0.01;-1.56;0.01;
-1.53;-0.02;-1.50;0.00;-1.57;0.02;
-1.55;-0.00;-1.50;0.02;-1.58;0.02;
-1.56;-0.02;-1.50;0.02;-1.58;0.01;
-1.55;-0.03;-1.50;0.01;-1.57;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;0.00;-1.54;-0.00;
-1.53;-0.01;-1.50;0.01;-1.55;0.00;
-1.54;-0.01;-1.50;0.02;-1.55;0.00;
-1.54;-0.02;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.00;-1.55;-0.01;
-1.53;-0.01;-1.50;0.01;-1.55;-0.01;
-1.54;-0.01;-1.50;0.02;-1.56;0.00;
-1.55;-0.01;-1.50;0.02;-1.57;-0.01;
-1.55;-0.02;-1.50;0.01;-1.56;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.53;-0.03;
-1.50;-0.02;-1.50;-0.01;-1.50;-0.02;
-1.48;-0.01;-1.50;-0.01;-1.48;0.01;
-1.48;0.01;-1.50;-0.01;-1.50;0.04;
-1.52;0.03;-1.50;0.03;-1.54;0.05;
-1.56;0.01;-1.50;0.03;-1.57;0.03;
-1.55;-0.03;-1.50;0.01;-1.57;-0.01;
-1.54;-0.03;0.50;1.08;-1.56;-0.00;
-0.77;-1.30;0.50;-0.16;-0.90;-1.15;
0.49;-1.03;0.50;-0.67;0.37;-1.00;
1.09;-0.16;0.50;-0.42;1.14;-0.29;
1.05;0.31;0.50;-0.09;1.18;0.19;
0.78;0.35;0.50;0.07;0.88;0.30;
0.55;0.20;0.50;0.11;0.56;0.23;
0.40;0.07;0.50;0.10;0.34;0.13;
0.31;-0.02;0.50;0.09;0.24;0.04;
0.30;-0.09;0.50;0.05;0.26;-0.06;
0.39;-0.12;0.50;-0.02;0.36;-0.09;
0.48;-0.08;0.50;-0.05;0.46;-0.07;
0.52;-0.02;0.50;-0.03;0.53;-0.03;
0.53;0.01;0.50;-0.01;0.54;-0.00;
0.53;0.01;0.50;-0.01;0.54;-0.00;
0.52;0.02;0.50;-0.00;0.53;0.00;
0.51;0.02;0.50;0.01;0.51;0.02;
0.49;0.01;0.50;0.01;0.48;0.03;
0.48;0.00;0.50;0.02;0.45;0.04;
0.44;0.00;0.50;0.03;0.42;0.03;
0.43;-0.02;0.50;0.03;0.42;-0.01;
0.46;-0.04;0.50;-0.00;0.45;-0.03;
0.50;-0.04;0.50;-0.02;0.49;-0.03;
0.51;-0.00;0.50;-0.00;0.50;-0.01;
0.50;0.01;0.50;0.01;0.50;-0.01;
0.49;-0.00;0.50;0.00;0.49;0.01;
0.49;-0.00;0.50;0.00;0.47;0.02;
0.47;0.00;0.50;0.02;0.44;0.03;
0.44;0.00;0.50;0.03;0.42;0.02;
0.44;-0.03;0.50;0.02;0.43;-0.01;
0.47;-0.04;0.50;-0.01;0.47;-0.03;
0.51;-0.03;0.50;-0.02;0.51;-0.03;
0.53;-0.00;0.50;-0.02;0.54;-0.01;
0.53;0.02;0.50;-0.00;0.53;0.01;
0.51;0.02;0.50;0.01;0.50;0.02;
0.48;0.01;0.50;0.02;0.47;0.03;
0.46;-0.00;0.50;0.02;0.43;0.02;
0.44;-0.01;0.50;0.03;0.42;0.01;
0.45;-0.03;0.50;0.01;0.43;-0.00;
0.46;-0.03;0.50;0.00;0.44;0.01;
0.46;-0.01;0.50;0.01;0.44;0.01;
0.45;-0.01;0.50;0.02;0.45;-0.01;
0.47;-0.03;0.50;-0.00;0.47;-0.03;
0.50;-0.02;0.50;-0.01;0.50;-0.03;
0.51;-0.01;0.50;-0.01;0.51;-0.01;
0.51;0.01;0.50;0.00;0.49;0.02;
0.47;0.02;0.50;0.03;0.45;0.04;
0.44;-0.00;0.50;0.03;0.42;0.01;
0.44;-0.03;0.50;0.01;0.44;-0.03;
0.48;-0.05;0.50;-0.02;0.49;-0.04;
0.53;-0.02;0.50;-0.03;0.53;-0.01;
0.53;0.01;0.50;-0.01;0.53;0.03;
0.50;0.03;0.50;0.02;0.49;0.03;
0.46;0.02;0.50;0.03;0.46;0.01;
0.46;-0.02;0.50;0.01;0.45;-0.03;
0.48;-0.03;0.50;-0.01;0.48;-0.04;
0.51;-0.02;0.50;-0.02;0.51;-0.03;
0.52;0.00;0.50;-0.01;0.53;0.00;
0.52;0.01;0.50;-0.00;0.51;0.04;
0.49;0.02;0.50;0.02;0.47;0.05;
0.45;0.01;0.50;0.03;0.43;0.03;
0.44;-0.02;0.50;0.02;0.42;-0.01;
0.45;-0.03;0.50;0.00;0.45;-0.03;
0.49;-0.04;0.50;-0.02;0.48;-0.03;
0.51;-0.01;0.50;-0.01;0.49;-0.01;
0.49;0.01;0.50;0.01;0.48;0.00;
0.48;-0.00;0.50;0.01;0.48;-0.01;
0.49;-0.02;0.50;-0.01;0.49;-0.02;
0.51;-0.01;0.50;-0.01;0.51;-0.01;
0.51;0.00;0.50;-0.01;0.53;0.01;
0.52;0.00;0.50;-0.01;0.53;0.01;
0.52;0.01;0.50;-0.00;0.51;0.03;
0.49;0.02;0.50;0.02;0.48;0.03;
0.46;0.01;0.50;0.03;0.44;0.01;
0.45;-0.02;0.50;0.02;0.43;-0.01;
0.46;-0.03;0.50;0.00;0.43;-0.02;
0.46;-0.02;0.50;0.01;0.44;-0.01;
0.46;-0.02;0.50;0.01;0.46;-0.02;
0.48;-0.02;0.50;-0.01;0.48;-0.01;
0.50;-0.01;0.50;-0.01;0.49;0.01;
0.49;0.00;0.50;0.01;0.49;0.01;
0.49;-0.00;0.50;0.00;0.49;0.01;
0.50;-0.01;0.50;-0.00;0.48;0.01;
0.48;0.01;0.50;0.02;0.46;0.01;
0.46;-0.01;0.50;0.02;0.45;-0.01;
0.46;-0.02;0.50;0.01;0.45;-0.02;
0.48;-0.02;0.50;-0.00;0.46;-0.01;
0.48;-0.01;0.50;0.00;0.46;0.01;
0.47;-0.00;0.50;0.01;0.46;0.02;
0.47;-0.01;0.50;0.01;0.46;0.01;
0.48;-0.02;0.50;0.00;0.48;-0.01;
0.50;-0.02;0.50;-0.01;0.50;-0.01;
0.51;-0.00;0.50;-0.01;0.50;0.01;
0.50;0.01;0.50;0.01;0.48;0.01;
0.47;0.01;0.50;0.02;0.46;0.01;
0.46;-0.01;0.50;0.02;0.44;0.00;
0.45;-0.02;0.50;0.01;0.44;-0.01;
0.46;-0.02;0.50;0.00;0.45;-0.02;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;-0.00;0.49;0.01;
0.50;-0.00;0.50;0.00;0.49;0.01;
0.49;0.00;0.50;0.01;0.49;0.01;
0.49;-0.01;0.50;0.00;0.48;0.01;
0.48;-0.00;0.50;0.01;0.46;0.01;
0.46;-0.00;0.50;0.02;0.44;0.01;
0.44;-0.01;0.50;0.02;0.42;-0.00;
0.44;-0.02;0.50;0.02;0.42;-0.01;
0.45;-0.03;0.50;0.00;0.43;-0.02;
0.47;-0.03;0.50;-0.00;0.45;-0.01;
0.48;-0.02;0.50;0.00;0.47;0.00;
0.48;-0.01;0.50;0.00;0.47;0.01;
0.48;-0.01;0.50;0.01;0.47;0.01;
0.48;-0.01;0.50;0.01;0.46;0.01;
0.47;-0.00;0.50;0.01;0.45;0.02;
0.46;-0.01;0.50;0.02;0.44;-0.00;
0.45;-0.02;0.50;0.01;0.44;-0.03;
0.47;-0.03;0.50;-0.00;0.46;-0.04;
0.49;-0.02;0.50;-0.01;0.49;-0.02;
0.51;-0.01;0.50;-0.01;0.52;-0.01;
0.52;0.00;0.50;-0.01;0.52;0.02;
0.50;0.02;0.50;0.01;0.49;0.05;
0.47;0.02;0.50;0.03;0.45;0.03;
0.44;-0.01;0.50;0.03;0.44;-0.01;
0.46;-0.04;0.50;-0.00;0.46;-0.03;
0.50;-0.03;0.50;-0.02;0.48;-0.03;
0.50;-0.00;0.50;0.00;0.49;-0.00;
0.49;0.00;0.50;0.01;0.48;0.01;
0.47;0.00;0.50;0.02;0.46;0.02;
0.46;-0.01;0.50;0.02;0.44;0.01;
0.46;-0.02;0.50;0.01;0.44;-0.00;
0.47;-0.02;0.50;0.00;0.47;-0.01;
0.50;-0.03;0.50;-0.02;0.49;-0.01;
0.51;-0.00;0.50;-0.01;0.50;0.01;
0.49;0.01;0.50;0.01;0.48;0.01;
0.47;0.00;0.50;0.02;0.47;-0.01;
0.48;-0.02;0.50;-0.00;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.49;-0.01;
0.50;-0.00;0.50;-0.00;0.50;-0.00;
0.50;0.00;0.50;0.00;0.49;0.01;
0.49;0.00;0.50;0.01;0.48;0.02;
0.48;-0.00;0.50;0.01;0.47;0.03;
0.47;-0.00;0.50;0.01;0.44;0.03;
0.45;-0.00;0.50;0.03;0.42;0.01;
0.44;-0.02;0.50;0.02;0.42;-0.01;
0.45;-0.03;0.50;0.01;0.43;-0.03;
0.47;-0.03;0.50;-0.00;0.45;-0.03;
0.48;-0.02;0.50;0.00;0.47;-0.02;
0.48;-0.01;0.50;0.00;0.47;-0.00;
0.48;-0.01;0.50;0.01;0.47;0.00;
0.48;-0.01;0.50;0.01;0.46;0.02;
0.47;-0.00;0.50;0.01;0.44;0.03;
0.45;-0.01;0.50;0.02;0.43;0.01;
0.45;-0.03;0.50;0.01;0.44;-0.01;
0.47;-0.03;0.50;-0.00;0.45;-0.01;
0.47;-0.01;0.50;0.01;0.45;-0.01;
0.46;-0.01;0.50;0.01;0.45;-0.00;
0.46;-0.01;0.50;0.01;0.45;-0.02;
0.47;-0.02;0.50;0.00;0.47;-0.03;
0.49;-0.02;0.50;-0.01;0.49;-0.02;
0.51;-0.01;0.50;-0.01;0.50;0.02;
0.49;0.01;0.50;0.01;0.47;0.05;
0.45;0.01;0.50;0.04;0.43;0.03;
0.43;-0.02;0.50;0.03;0.42;-0.01;
0.46;-0.05;0.50;-0.01;0.45;-0.03;
0.49;-0.03;0.50;-0.01;0.48;-0.03;
0.50;-0.00;0.50;0.00;0.49;-0.01;
